HGNC ID	Approved symbol	Approved name	Ensembl gene ID	UniProt accession
HGNC:7782	NFE2L2	nuclear factor, erythroid 2 like 2	ENSG00000116044	Q16236
HGNC:7783	NFE2L3	nuclear factor, erythroid 2 like 3	ENSG00000050344	Q9Y4A8
HGNC:7784	NFIA	nuclear factor I A	ENSG00000162599	Q12857
HGNC:7785	NFIB	nuclear factor I B	ENSG00000147862	O00712
HGNC:7786	NFIC	nuclear factor I C	ENSG00000141905	P08651
HGNC:7787	NFIL3	nuclear factor, interleukin 3 regulated	ENSG00000165030	Q16649
HGNC:7788	NFIX	nuclear factor I X	ENSG00000008441	Q14938
HGNC:7794	NFKB1	nuclear factor kappa B subunit 1	ENSG00000109320	P19838
HGNC:7795	NFKB2	nuclear factor kappa B subunit 2	ENSG00000077150	Q00653
HGNC:7797	NFKBIA	NFKB inhibitor alpha	ENSG00000100906	P25963
HGNC:7798	NFKBIB	NFKB inhibitor beta	ENSG00000104825	Q15653
HGNC:7799	NFKBIE	NFKB inhibitor epsilon	ENSG00000146232	O00221
HGNC:29805	NFKBIZ	NFKB inhibitor zeta	ENSG00000144802	Q9BYH8
HGNC:7802	NFRKB	nuclear factor related to kappaB binding protein	ENSG00000170322	Q6P4R8
HGNC:15910	NFS1	NFS1 cysteine desulfurase	ENSG00000244005	Q9Y697
HGNC:16287	NFU1	NFU1 iron-sulfur cluster scaffold	ENSG00000169599	Q9UMS0
HGNC:7803	NFX1	nuclear transcription factor, X-box binding 1	ENSG00000086102	Q12986
HGNC:18726	NFXL1	nuclear transcription factor, X-box binding like 1	ENSG00000170448	Q6ZNB6
HGNC:7804	NFYA	nuclear transcription factor Y subunit alpha	ENSG00000001167	P23511
HGNC:7805	NFYB	nuclear transcription factor Y subunit beta	ENSG00000120837	P25208
HGNC:14077	NGB	neuroglobin	ENSG00000165553	Q9NPG2
HGNC:20271	NGDN	neuroguidin	ENSG00000129460	Q8NEJ9
HGNC:7807	NGEF	neuronal guanine nucleotide exchange factor	ENSG00000066248	Q8N5V2
HGNC:7809	NGFR	nerve growth factor receptor	ENSG00000064300	P08138
HGNC:17646	NGLY1	N-glycanase 1	ENSG00000151092	Q96IV0
HGNC:18077	NGRN	neugrin, neurite outgrowth associated	ENSG00000182768	Q9NPE2
HGNC:25737	NHEJ1	non-homologous end joining factor 1	ENSG00000187736	Q9H9Q4
HGNC:7817	NHLH1	nescient helix-loop-helix 1	ENSG00000171786	Q02575
HGNC:7818	NHLH2	nescient helix-loop-helix 2	ENSG00000177551	Q02577
HGNC:24731	NHLRC2	NHL repeat containing 2	ENSG00000196865	Q8NBF2
HGNC:33751	NHLRC3	NHL repeat containing 3	ENSG00000188811	Q5JS37
HGNC:14377	NHP2	NHP2 ribonucleoprotein	ENSG00000145912	Q9NX24
HGNC:7820	NHS	NHS actin remodeling regulator	ENSG00000188158	Q6T4R5
HGNC:21021	NHSL1	NHS like 1	ENSG00000135540	Q5SYE7
HGNC:33737	NHSL2	NHS like 2	ENSG00000204131	Q5HYW2
HGNC:18317	NICN1	nicolin 1	ENSG00000145029	Q9BSH3
HGNC:7821	NID1	nidogen 1	ENSG00000116962	P14543
HGNC:13389	NID2	nidogen 2	ENSG00000087303	Q14112
HGNC:13390	NIF3L1	NGG1 interacting factor 3 like 1	ENSG00000196290	Q9GZT8
HGNC:17838	NIFK	nucleolar protein interacting with the FHA domain of MKI67	ENSG00000155438	Q9BYG3
HGNC:28646	NIM1K	NIM1 serine/threonine protein kinase	ENSG00000177453	Q8IY84
HGNC:14906	NIN	ninein	ENSG00000100503	Q8N4C6
HGNC:7824	NINJ1	ninjurin 1	ENSG00000131669	Q92982
HGNC:29163	NINL	ninein like	ENSG00000101004	Q9Y2I6
HGNC:24328	NIP7	nucleolar pre-rRNA processing protein NIP7	ENSG00000132603	Q9Y221
HGNC:17043	NIPA1	NIPA magnesium transporter 1	ENSG00000170113	Q7RTP0
HGNC:17044	NIPA2	NIPA magnesium transporter 2	ENSG00000140157	Q8N8Q9
HGNC:27194	NIPAL1	NIPA like domain containing 1	ENSG00000163293	Q6NVV3
HGNC:25854	NIPAL2	NIPA like domain containing 2	ENSG00000104361	Q9H841
HGNC:25233	NIPAL3	NIPA like domain containing 3	ENSG00000001461	Q6P499
HGNC:28018	NIPAL4	NIPA like domain containing 4	ENSG00000172548	Q0D2K0
HGNC:28862	NIPBL	NIPBL cohesin loading factor	ENSG00000164190	Q6KC79
HGNC:7827	NIPSNAP1	nipsnap homolog 1	ENSG00000184117	Q9BPW8
HGNC:4179	NIPSNAP2	nipsnap homolog 2	ENSG00000146729	O75323
HGNC:23619	NIPSNAP3A	nipsnap homolog 3A	ENSG00000136783	Q9UFN0
HGNC:23641	NIPSNAP3B	nipsnap homolog 3B	ENSG00000165028	Q9BS92
HGNC:18006	NISCH	nischarin	ENSG00000010322	Q9Y2I1
HGNC:7828	NIT1	nitrilase 1	ENSG00000158793	Q86X76
HGNC:29878	NIT2	nitrilase family member 2	ENSG00000114021	Q9NQR4
HGNC:25743	NKAIN1	sodium/potassium transporting ATPase interacting 1	ENSG00000084628	Q4KMZ8
HGNC:26829	NKAIN3	sodium/potassium transporting ATPase interacting 3	ENSG00000185942	Q8N8D7
HGNC:16191	NKAIN4	sodium/potassium transporting ATPase interacting 4	ENSG00000101198	Q8IVV8
HGNC:29873	NKAP	NFKB activating protein	ENSG00000101882	Q8N5F7
HGNC:25569	NKAPD1	NKAP domain containing 1	ENSG00000150776	Q6ZUT1
HGNC:17045	NKD1	NKD inhibitor of WNT signaling pathway 1	ENSG00000140807	Q969G9
HGNC:17046	NKD2	NKD inhibitor of WNT signaling pathway 2	ENSG00000145506	Q969F2
HGNC:24739	NKPD1	NTPase KAP family P-loop domain containing 1	ENSG00000179846	Q17RQ9
HGNC:7833	NKTR	natural killer cell triggering receptor	ENSG00000114857	P30414
HGNC:24975	NKX1-1	NK1 homeobox 1	ENSG00000235608	Q15270
HGNC:31652	NKX1-2	NK1 homeobox 2	ENSG00000229544	Q9UD57
HGNC:11825	NKX2-1	NK2 homeobox 1	ENSG00000136352	P43699
HGNC:7835	NKX2-2	NK2 homeobox 2	ENSG00000125820	O95096
HGNC:7836	NKX2-3	NK2 homeobox 3	ENSG00000119919	Q8TAU0
HGNC:16364	NKX2-8	NK2 homeobox 8	ENSG00000136327	O15522
HGNC:951	NKX3-2	NK3 homeobox 2	ENSG00000109705	P78367
HGNC:7839	NKX6-1	NK6 homeobox 1	ENSG00000163623	P78426
HGNC:26328	NKX6-3	NK6 homeobox 3	ENSG00000165066	A6NJ46
HGNC:19889	NLE1	notchless homolog 1	ENSG00000073536	Q9NVX2
HGNC:14291	NLGN1	neuroligin 1	ENSG00000169760	Q8N2Q7
HGNC:14290	NLGN2	neuroligin 2	ENSG00000169992	Q8NFZ4
HGNC:14289	NLGN3	neuroligin 3	ENSG00000196338	Q9NZ94
HGNC:14287	NLGN4X	neuroligin 4 X-linked	ENSG00000146938	Q8N0W4
HGNC:15529	NLGN4Y	neuroligin 4 Y-linked	ENSG00000165246	Q8NFZ3
HGNC:29858	NLK	nemo like kinase	ENSG00000087095	Q9UBE8
HGNC:16058	NLN	neurolysin	ENSG00000123213	Q9BYT8
HGNC:16412	NLRC4	NLR family CARD domain containing 4	ENSG00000091106	Q9NPP4
HGNC:14374	NLRP1	NLR family pyrin domain containing 1	ENSG00000091592	Q9C000
HGNC:22948	NLRP2	NLR family pyrin domain containing 2	ENSG00000022556	Q9NX02
HGNC:16400	NLRP3	NLR family pyrin domain containing 3	ENSG00000162711	Q96P20
HGNC:22943	NLRP4	NLR family pyrin domain containing 4	ENSG00000160505	Q96MN2
HGNC:21269	NLRP5	NLR family pyrin domain containing 5	ENSG00000171487	P59047
HGNC:22944	NLRP6	NLR family pyrin domain containing 6	ENSG00000174885	P59044
HGNC:22947	NLRP7	NLR family pyrin domain containing 7	ENSG00000167634	Q8WX94
HGNC:22940	NLRP8	NLR family pyrin domain containing 8	ENSG00000179709	Q86W28
HGNC:22941	NLRP9	NLR family pyrin domain containing 9	ENSG00000185792	Q7RTR0
HGNC:21464	NLRP10	NLR family pyrin domain containing 10	ENSG00000182261	Q86W26
HGNC:22945	NLRP11	NLR family pyrin domain containing 11	ENSG00000179873	P59045
HGNC:22938	NLRP12	NLR family pyrin domain containing 12	ENSG00000142405	P59046
HGNC:22937	NLRP13	NLR family pyrin domain containing 13	ENSG00000173572	Q86W25
HGNC:22939	NLRP14	NLR family pyrin domain containing 14	ENSG00000158077	Q86W24
HGNC:29890	NLRX1	NLR family member X1	ENSG00000160703	Q86UT6
HGNC:7842	NMB	neuromedin B	ENSG00000197696	P08949
HGNC:7849	NME1	NME/NM23 nucleoside diphosphate kinase 1	ENSG00000239672	P15531
HGNC:33531	NME1-NME2	NME1-NME2 readthrough	ENSG00000011052	
HGNC:7850	NME2	NME/NM23 nucleoside diphosphate kinase 2	ENSG00000243678	P22392
HGNC:7851	NME3	NME/NM23 nucleoside diphosphate kinase 3	ENSG00000103024	Q13232
HGNC:7852	NME4	NME/NM23 nucleoside diphosphate kinase 4	ENSG00000103202	O00746
HGNC:7853	NME5	NME/NM23 family member 5	ENSG00000112981	P56597
HGNC:20567	NME6	NME/NM23 nucleoside diphosphate kinase 6	ENSG00000172113	O75414
HGNC:20461	NME7	NME/NM23 family member 7	ENSG00000143156	Q9Y5B8
HGNC:16473	NME8	NME/NM23 family member 8	ENSG00000086288	Q8N427
HGNC:21343	NME9	NME/NM23 family member 9	ENSG00000181322	Q86XW9
HGNC:7854	NMI	N-myc and STAT interactor	ENSG00000123609	Q13287
HGNC:17877	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	ENSG00000173614	Q9HAN9
HGNC:20989	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	ENSG00000163864	Q96T66
HGNC:24987	NMRAL1	NmrA like redox sensor 1	ENSG00000153406	Q9HBL8
HGNC:26057	NMRK1	nicotinamide riboside kinase 1	ENSG00000106733	Q9NWW6
HGNC:17871	NMRK2	nicotinamide riboside kinase 2	ENSG00000077009	Q9NPI5
HGNC:32203	NMS	neuromedin S	ENSG00000204640	Q5H8A3
HGNC:7857	NMT1	N-myristoyltransferase 1	ENSG00000136448	P30419
HGNC:7858	NMT2	N-myristoyltransferase 2	ENSG00000152465	O60551
HGNC:7859	NMU	neuromedin U	ENSG00000109255	P48645
HGNC:4518	NMUR1	neuromedin U receptor 1	ENSG00000171596	Q9HB89
HGNC:16454	NMUR2	neuromedin U receptor 2	ENSG00000132911	Q9GZQ4
HGNC:7861	NNMT	nicotinamide N-methyltransferase	ENSG00000166741	P40261
HGNC:7863	NNT	nicotinamide nucleotide transhydrogenase	ENSG00000112992	Q13423
HGNC:28473	NOA1	nitric oxide associated 1	ENSG00000084092	Q8NC60
HGNC:29540	NOB1	NIN1 (RPN12) binding protein 1 homolog	ENSG00000141101	Q9ULX3
HGNC:24517	NOC2L	NOC2 like nucleolar associated transcriptional repressor	ENSG00000188976	Q9Y3T9
HGNC:14254	NOCT	nocturnin	ENSG00000151014	Q9UK39
HGNC:5331	NOD2	nucleotide binding oligomerization domain containing 2	ENSG00000167207	Q9HC29
HGNC:7865	NODAL	nodal growth differentiation factor	ENSG00000156574	Q96S42
HGNC:7866	NOG	noggin	ENSG00000183691	Q13253
HGNC:7869	NOL3	nucleolar protein 3	ENSG00000140939	O60936
HGNC:16106	NOL4L	nucleolar protein 4 like	ENSG00000197183	Q96MY1
HGNC:19910	NOL6	nucleolar protein 6	ENSG00000165271	Q9H6R4
HGNC:21040	NOL7	nucleolar protein 7	ENSG00000225921	Q9UMY1
HGNC:23387	NOL8	nucleolar protein 8	ENSG00000198000	Q76FK4
HGNC:25862	NOL10	nucleolar protein 10	ENSG00000115761	Q9BSC4
HGNC:24557	NOL11	nucleolar protein 11	ENSG00000130935	Q9H8H0
HGNC:28585	NOL12	nucleolar protein 12	ENSG00000273899	Q9UGY1
HGNC:15608	NOLC1	nucleolar and coiled-body phosphoprotein 1	ENSG00000166197	Q14978
HGNC:13244	NOM1	nucleolar protein with MIF4G domain 1	ENSG00000146909	Q5C9Z4
HGNC:30060	NOMO1	NODAL modulator 1	ENSG00000103512	Q15155
HGNC:22652	NOMO2	NODAL modulator 2	ENSG00000185164	Q5JPE7
HGNC:25242	NOMO3	NODAL modulator 3	ENSG00000103226	P69849
HGNC:7871	NONO	non-POU domain containing octamer binding	ENSG00000147140	Q15233
HGNC:7867	NOP2	NOP2 nucleolar protein	ENSG00000111641	P46087
HGNC:14378	NOP10	NOP10 ribonucleoprotein	ENSG00000182117	Q9NPE3
HGNC:16821	NOP14	NOP14 nucleolar protein	ENSG00000087269	P78316
HGNC:26934	NOP16	NOP16 nucleolar protein	ENSG00000048162	Q9Y3C1
HGNC:4333	NOP53	NOP53 ribosome biogenesis factor	ENSG00000105373	Q9NZM5
HGNC:15911	NOP56	NOP56 ribonucleoprotein	ENSG00000101361	O00567
HGNC:29926	NOP58	NOP58 ribonucleoprotein	ENSG00000055044	Q9Y2X3
HGNC:7872	NOS1	nitric oxide synthase 1	ENSG00000089250	P29475
HGNC:16859	NOS1AP	nitric oxide synthase 1 adaptor protein	ENSG00000198929	O75052
HGNC:7873	NOS2	nitric oxide synthase 2	ENSG00000007171	P35228
HGNC:7876	NOS3	nitric oxide synthase 3	ENSG00000164867	P29474
HGNC:17946	NOSIP	nitric oxide synthase interacting protein	ENSG00000142546	Q9Y314
HGNC:20203	NOSTRIN	nitric oxide synthase trafficking	ENSG00000163072	Q8IVI9
HGNC:7881	NOTCH1	notch receptor 1	ENSG00000148400	P46531
HGNC:7882	NOTCH2	notch receptor 2	ENSG00000134250	Q04721
HGNC:31862	NOTCH2NLA	notch 2 N-terminal like A	ENSG00000264343	Q7Z3S9
HGNC:7883	NOTCH3	notch receptor 3	ENSG00000074181	Q9UM47
HGNC:31839	NOTO	notochord homeobox	ENSG00000214513	A8MTQ0
HGNC:7886	NOVA1	NOVA alternative splicing regulator 1	ENSG00000139910	P51513
HGNC:7887	NOVA2	NOVA alternative splicing regulator 2	ENSG00000104967	Q9UNW9
HGNC:7891	NOX4	NADPH oxidase 4	ENSG00000086991	Q9NPH5
HGNC:10668	NOXA1	NADPH oxidase activator 1	ENSG00000188747	Q86UR1
HGNC:19404	NOXO1	NADPH oxidase organizer 1	ENSG00000196408	Q8NFA2
HGNC:20487	NOXRED1	NADP dependent oxidoreductase domain containing 1	ENSG00000165555	Q6NXP6
HGNC:1190	NPAP1	nuclear pore associated protein 1	ENSG00000185823	Q9NZP6
HGNC:7895	NPAS2	neuronal PAS domain protein 2	ENSG00000170485	Q99743
HGNC:19311	NPAS3	neuronal PAS domain protein 3	ENSG00000151322	Q8IXF0
HGNC:18983	NPAS4	neuronal PAS domain protein 4	ENSG00000174576	Q8IUM7
HGNC:30099	NPB	neuropeptide B	ENSG00000183979	Q8NG41
HGNC:7897	NPC1	NPC intracellular cholesterol transporter 1	ENSG00000141458	O15118
HGNC:7898	NPC1L1	NPC1 like intracellular cholesterol transporter 1	ENSG00000015520	Q9UHC9
HGNC:14537	NPC2	NPC intracellular cholesterol transporter 2	ENSG00000119655	P61916
HGNC:7899	NPDC1	neural proliferation, differentiation and control 1	ENSG00000107281	Q9NQX5
HGNC:16244	NPEPL1	aminopeptidase like 1	ENSG00000215440	Q8NDH3
HGNC:7900	NPEPPS	aminopeptidase puromycin sensitive	ENSG00000141279	P55786
HGNC:17425	NPFFR1	neuropeptide FF receptor 1	ENSG00000148734	Q9GZQ6
HGNC:7905	NPHP1	nephrocystin 1	ENSG00000144061	O15259
HGNC:7907	NPHP3	nephrocystin 3	ENSG00000113971	Q7Z494
HGNC:19104	NPHP4	nephrocystin 4	ENSG00000131697	O75161
HGNC:7908	NPHS1	NPHS1 adhesion molecule, nephrin	ENSG00000161270	O60500
HGNC:13394	NPHS2	NPHS2 stomatin family member, podocin	ENSG00000116218	Q9NP85
HGNC:7909	NPIPA1	nuclear pore complex interacting protein family member A1	ENSG00000183426	Q9UND3
HGNC:41979	NPIPA2	nuclear pore complex interacting protein family member A2	ENSG00000254852	E9PIF3
HGNC:41978	NPIPA3	nuclear pore complex interacting protein family member A3	ENSG00000224712	F8WFD2
HGNC:41980	NPIPA5	nuclear pore complex interacting protein family member A5	ENSG00000183793	E9PKD4
HGNC:41982	NPIPA7	nuclear pore complex interacting protein family member A7	ENSG00000214967	E9PJI5
HGNC:41983	NPIPA8	nuclear pore complex interacting protein family member A8	ENSG00000214940	P0DM63
HGNC:41984	NPIPA9	nuclear pore complex interacting protein family, member A9	ENSG00000233024	
HGNC:37451	NPIPB2	nuclear pore complex interacting protein family, member B2	ENSG00000234719	
HGNC:28989	NPIPB3	nuclear pore complex interacting protein family member B3	ENSG00000169246	Q92617
HGNC:41985	NPIPB4	nuclear pore complex interacting protein family member B4	ENSG00000185864	C9JG80
HGNC:37233	NPIPB5	nuclear pore complex interacting protein family member B5	ENSG00000243716	A8MRT5
HGNC:37454	NPIPB6	nuclear pore complex interacting protein family member B6	ENSG00000198156	E9PJ23
HGNC:33832	NPIPB7	nuclear pore complex interacting protein family member B7	ENSG00000233232	O75200
HGNC:37490	NPIPB8	nuclear pore complex interacting protein family member B8	ENSG00000255524	E9PQR5
HGNC:41987	NPIPB9	nuclear pore complex interacting protein family member B9	ENSG00000196993	F8W1W9
HGNC:37453	NPIPB11	nuclear pore complex interacting protein family member B11	ENSG00000254206	E5RHQ5
HGNC:37491	NPIPB12	nuclear pore complex interacting protein family, member B12	ENSG00000169203	
HGNC:41989	NPIPB13	nuclear pore complex interacting protein family, member B13	ENSG00000198064	A6NJU9
HGNC:34409	NPIPB15	nuclear pore complex interacting protein family member B15	ENSG00000196436	A6NHN6
HGNC:18261	NPLOC4	NPL4 homolog, ubiquitin recognition factor	ENSG00000182446	Q8TAT6
HGNC:7910	NPM1	nucleophosmin 1	ENSG00000181163	P06748
HGNC:7930	NPM2	nucleophosmin/nucleoplasmin 2	ENSG00000158806	Q86SE8
HGNC:7931	NPM3	nucleophosmin/nucleoplasmin 3	ENSG00000107833	O75607
HGNC:27405	NPNT	nephronectin	ENSG00000168743	Q6UXI9
HGNC:7939	NPPA	natriuretic peptide A	ENSG00000175206	P01160
HGNC:7941	NPPC	natriuretic peptide C	ENSG00000163273	P23582
HGNC:7945	NPR3	natriuretic peptide receptor 3	ENSG00000113389	P17342
HGNC:24969	NPRL2	NPR2 like, GATOR1 complex subunit	ENSG00000114388	Q8WTW4
HGNC:14124	NPRL3	NPR3 like, GATOR1 complex subunit	ENSG00000103148	Q12980
HGNC:33940	NPS	neuropeptide S	ENSG00000214285	P0C0P6
HGNC:23631	NPSR1	neuropeptide S receptor 1	ENSG00000187258	Q6W5P4
HGNC:17867	NPTN	neuroplastin	ENSG00000156642	Q9Y639
HGNC:7953	NPTX2	neuronal pentraxin 2	ENSG00000106236	P47972
HGNC:7954	NPTXR	neuronal pentraxin receptor	ENSG00000221890	O95502
HGNC:13782	NPVF	neuropeptide VF precursor	ENSG00000105954	Q9HCQ7
HGNC:30509	NPW	neuropeptide W	ENSG00000183971	Q8N729
HGNC:7955	NPY	neuropeptide Y	ENSG00000122585	P01303
HGNC:9329	NPY4R	neuropeptide Y receptor Y4	ENSG00000204174	P50391
HGNC:2874	NQO1	NAD(P)H quinone dehydrogenase 1	ENSG00000181019	P15559
HGNC:7856	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2	ENSG00000124588	P16083
HGNC:7962	NR1D1	nuclear receptor subfamily 1 group D member 1	ENSG00000126368	P20393
HGNC:7963	NR1D2	nuclear receptor subfamily 1 group D member 2	ENSG00000174738	Q14995
HGNC:7965	NR1H2	nuclear receptor subfamily 1 group H member 2	ENSG00000131408	P55055
HGNC:7966	NR1H3	nuclear receptor subfamily 1 group H member 3	ENSG00000025434	Q13133
HGNC:7971	NR2C1	nuclear receptor subfamily 2 group C member 1	ENSG00000120798	P13056
HGNC:7972	NR2C2	nuclear receptor subfamily 2 group C member 2	ENSG00000177463	P49116
HGNC:30763	NR2C2AP	nuclear receptor 2C2 associated protein	ENSG00000184162	Q86WQ0
HGNC:7973	NR2E1	nuclear receptor subfamily 2 group E member 1	ENSG00000112333	Q9Y466
HGNC:7978	NR3C1	nuclear receptor subfamily 3 group C member 1	ENSG00000113580	P04150
HGNC:7979	NR3C2	nuclear receptor subfamily 3 group C member 2	ENSG00000151623	P08235
HGNC:7981	NR4A2	nuclear receptor subfamily 4 group A member 2	ENSG00000153234	P43354
HGNC:7982	NR4A3	nuclear receptor subfamily 4 group A member 3	ENSG00000119508	Q92570
HGNC:7984	NR5A2	nuclear receptor subfamily 5 group A member 2	ENSG00000116833	O00482
HGNC:7988	NRAP	nebulin related anchoring protein	ENSG00000197893	Q86VF7
HGNC:33843	NRARP	NOTCH regulated ankyrin repeat protein	ENSG00000198435	Q7Z6K4
HGNC:7989	NRAS	NRAS proto-oncogene, GTPase	ENSG00000213281	P01111
HGNC:19692	NRBF2	nuclear receptor binding factor 2	ENSG00000148572	Q96F24
HGNC:7993	NRBP1	nuclear receptor binding protein 1	ENSG00000115216	Q9UHY1
HGNC:19339	NRBP2	nuclear receptor binding protein 2	ENSG00000185189	Q9NSY0
HGNC:7994	NRCAM	neuronal cell adhesion molecule	ENSG00000091129	Q92823
HGNC:20186	NRDE2	NRDE-2, necessary for RNA interference, domain containing	ENSG00000119720	Q9H7Z3
HGNC:16834	NREP	neuronal regeneration related protein	ENSG00000134986	Q16612
HGNC:7996	NRF1	nuclear respiratory factor 1	ENSG00000106459	Q16656
HGNC:7997	NRG1	neuregulin 1	ENSG00000157168	Q02297
HGNC:7998	NRG2	neuregulin 2	ENSG00000158458	O14511
HGNC:29862	NRG4	neuregulin 4	ENSG00000169752	Q8WWG1
HGNC:8000	NRGN	neurogranin	ENSG00000154146	Q92686
HGNC:8001	NRIP1	nuclear receptor interacting protein 1	ENSG00000180530	P48552
HGNC:23078	NRIP2	nuclear receptor interacting protein 2	ENSG00000053702	Q9BQI9
HGNC:1167	NRIP3	nuclear receptor interacting protein 3	ENSG00000175352	Q9NQ35
HGNC:25391	NRK	Nik related kinase	ENSG00000123572	Q7Z2Y5
HGNC:8002	NRL	neural retina leucine zipper	ENSG00000129535	P54845
HGNC:29811	NRN1L	neuritin 1 like	ENSG00000188038	Q496H8
HGNC:8004	NRP1	neuropilin 1	ENSG00000099250	O14786
HGNC:8005	NRP2	neuropilin 2	ENSG00000118257	O60462
HGNC:24613	NRROS	negative regulator of reactive oxygen species	ENSG00000174004	Q86YC3
HGNC:17881	NRSN1	neurensin 1	ENSG00000152954	Q8IZ57
HGNC:16229	NRSN2	neurensin 2	ENSG00000125841	Q9GZP1
HGNC:8010	NRXN3	neurexin 3	ENSG00000021645	Q9HDB5
HGNC:8010	NRXN3	neurexin 3	ENSG00000021645	Q9Y4C0
HGNC:30728	NSA2	NSA2 ribosome biogenesis factor	ENSG00000164346	O95478
HGNC:12766	NSD2	nuclear receptor binding SET domain protein 2	ENSG00000109685	O96028
HGNC:12767	NSD3	nuclear receptor binding SET domain protein 3	ENSG00000147548	Q9BZ95
HGNC:13398	NSDHL	NAD(P) dependent steroid dehydrogenase-like	ENSG00000147383	Q15738
HGNC:8016	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	ENSG00000073969	P46459
HGNC:15912	NSFL1C	NSFL1 cofactor	ENSG00000088833	Q9UNZ2
HGNC:18790	NSG1	neuronal vesicle trafficking associated 1	ENSG00000168824	P42857
HGNC:24955	NSG2	neuronal vesicle trafficking associated 2	ENSG00000170091	Q9Y328
HGNC:24548	NSL1	NSL1 component of MIS12 kinetochore complex	ENSG00000117697	Q96IY1
HGNC:8017	NSMAF	neutral sphingomyelinase activation associated factor	ENSG00000035681	Q92636
HGNC:29897	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	ENSG00000169189	Q8WV22
HGNC:26513	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	ENSG00000156831	Q96MF7
HGNC:25935	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component	ENSG00000107672	Q9NXX6
HGNC:29843	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	ENSG00000165802	Q6X4W1
HGNC:25305	NSRP1	nuclear speckle splicing regulatory protein 1	ENSG00000126653	Q9H0G5
HGNC:25994	NSUN2	NOP2/Sun RNA methyltransferase 2	ENSG00000037474	Q08J23
HGNC:26208	NSUN3	NOP2/Sun RNA methyltransferase 3	ENSG00000178694	Q9H649
HGNC:31802	NSUN4	NOP2/Sun RNA methyltransferase 4	ENSG00000117481	Q96CB9
HGNC:16385	NSUN5	NOP2/Sun RNA methyltransferase 5	ENSG00000130305	Q96P11
HGNC:23529	NSUN6	NOP2/Sun RNA methyltransferase 6	ENSG00000241058	Q8TEA1
HGNC:25857	NSUN7	NOP2/Sun RNA methyltransferase family member 7	ENSG00000179299	Q8NE18
HGNC:17144	NT5C	5', 3'-nucleotidase, cytosolic	ENSG00000125458	Q8TCD5
HGNC:17819	NT5C1A	5'-nucleotidase, cytosolic IA	ENSG00000116981	Q9BXI3
HGNC:17818	NT5C1B	5'-nucleotidase, cytosolic IB	ENSG00000185013	Q96P26
HGNC:38831	NT5C1B-RDH14	NT5C1B-RDH14 readthrough	ENSG00000250741	
HGNC:8022	NT5C2	5'-nucleotidase, cytosolic II	ENSG00000076685	P49902
HGNC:17820	NT5C3A	5'-nucleotidase, cytosolic IIIA	ENSG00000122643	Q9H0P0
HGNC:28300	NT5C3B	5'-nucleotidase, cytosolic IIIB	ENSG00000141698	Q969T7
HGNC:21556	NT5DC1	5'-nucleotidase domain containing 1	ENSG00000178425	Q5TFE4
HGNC:25717	NT5DC2	5'-nucleotidase domain containing 2	ENSG00000168268	Q9H857
HGNC:27678	NT5DC4	5'-nucleotidase domain containing 4	ENSG00000144130	Q86YG4
HGNC:8021	NT5E	5'-nucleotidase ecto	ENSG00000135318	P21589
HGNC:15769	NT5M	5',3'-nucleotidase, mitochondrial	ENSG00000205309	Q9NPB1
HGNC:8023	NTF3	neurotrophin 3	ENSG00000185652	P20783
HGNC:8028	NTHL1	nth like DNA glycosylase 1	ENSG00000065057	P78549
HGNC:17941	NTM	neurotrimin	ENSG00000182667	Q9P121
HGNC:23373	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	ENSG00000148335	Q9BV86
HGNC:8029	NTN1	netrin 1	ENSG00000065320	O95631
HGNC:8030	NTN3	netrin 3	ENSG00000162068	O00634
HGNC:13658	NTN4	netrin 4	ENSG00000074527	Q9HB63
HGNC:14288	NTNG2	netrin G2	ENSG00000196358	Q96CW9
HGNC:28204	NTPCR	nucleoside-triphosphatase, cancer-related	ENSG00000135778	Q9BSD7
HGNC:8031	NTRK1	neurotrophic receptor tyrosine kinase 1	ENSG00000198400	P04629
HGNC:8032	NTRK2	neurotrophic receptor tyrosine kinase 2	ENSG00000148053	Q16620
HGNC:8033	NTRK3	neurotrophic receptor tyrosine kinase 3	ENSG00000140538	Q16288
HGNC:8038	NTS	neurotensin	ENSG00000133636	P30990
HGNC:14311	NUAK1	NUAK family kinase 1	ENSG00000074590	O60285
HGNC:29558	NUAK2	NUAK family kinase 2	ENSG00000163545	Q9H093
HGNC:17623	NUB1	negative regulator of ubiquitin like proteins 1	ENSG00000013374	Q9Y5A7
HGNC:8041	NUBP1	nucleotide binding protein 1	ENSG00000103274	P53384
HGNC:8042	NUBP2	nucleotide binding protein 2	ENSG00000095906	Q9Y5Y2
HGNC:20278	NUBPL	nucleotide binding protein like	ENSG00000151413	Q8TB37
HGNC:8043	NUCB1	nucleobindin 1	ENSG00000104805	Q02818
